67,136,92,137,91,154,67,152,DỊCH
94,270,115,270,115,288,94,288,DÂN
61,152,88,154,87,171,61,169,VIÊM
93,138,118,140,117,157,92,154,BỆNH
98,174,117,176,116,193,97,191,CẤP
96,213,116,214,115,230,95,229,MỚI
62,171,78,172,77,189,62,188,HÔ
78,171,97,172,96,190,77,190,HẤP
45,265,66,267,66,286,44,284,MỖI
72,248,92,250,92,267,71,265,CỦA
56,210,95,212,95,228,56,226,CORONA
66,192,81,193,80,208,66,207,DO
67,269,93,269,93,287,66,286,CÔNG
81,193,110,196,110,211,81,208,VIRUS
45,227,58,229,58,246,44,245,LÀ
60,113,95,116,95,135,60,132,PHÒNG
59,228,90,230,89,247,58,246,TRÁCH
97,118,129,121,128,139,96,136,CHỐNG
91,231,122,233,122,252,90,249,NHIỆM
89,155,120,159,120,176,88,171,ĐƯỜNG
