155,58,235,58,235,100,155,100,ĐÓNG
319,2,369,2,369,40,319,40,DẺO
297,45,365,45,365,87,297,87,XOẮN
212,13,298,13,298,47,212,47,PLATIC
160,11,204,11,204,49,160,49,ÉP:
240,53,292,53,292,93,240,93,GÁY
312,99,354,99,354,123,312,123,ĐỘNG
242,103,276,103,276,127,242,127,PHỐ
142,137,192,137,192,161,142,161,Gmail:
192,121,384,121,384,155,192,155,sonlangbandoegmailcomi
279,104,309,104,309,124,279,124,MAI
168,115,198,115,198,135,168,135,ĐC:
202,108,226,108,226,132,202,132,SỐ
228,112,238,112,238,128,228,128,4
304,23,316,23,316,33,304,33,-
183,0,211,0,211,4,183,4,09595195
