394,42,644,42,644,132,394,132,GIAO
106,8,376,8,376,132,106,132,ĐIỂM
938,7,1074,7,1074,119,938,119,SỐ
669,35,923,35,923,139,669,139,DỊCH
1096,29,1222,29,1222,117,1096,117,06
563,160,623,160,623,220,563,220,LỖ
763,167,941,167,941,213,763,213,TELFAX:
391,174,463,174,463,220,391,220,70A
235,172,315,172,315,224,235,224,CHỈ:
324,168,386,168,386,220,324,220,SỐ
473,165,555,165,555,219,473,219,PHỦ
156,178,226,178,226,226,156,226,ĐỊA
1018,165,1170,165,1170,209,1018,209,8848275
951,169,1007,169,1007,211,951,211,04.
